year,category,subcategory,metric,value,unit,location,source
2015,Gender,Overall | India - West,Female representation %,22.17,%,India - West,HRIS extract
2015,Nationality,Domestic | India - North,Share %,26.11,%,India - North,HRIS extract
2015,Nationality,Domestic | India - South,Headcount,2816,count,India - South,HRIS extract
2015,Nationality,Domestic | India - South,Share %,91.89,%,India - South,HRIS extract
2015,Nationality,Domestic | India - East,Headcount,3484,count,India - East,HRIS extract
2015,Nationality,Domestic | India - East,Share %,45.31,%,India - East,HRIS extract
2015,Nationality,Domestic | India - Central,Headcount,43,count,India - Central,HRIS extract
2015,Nationality,Domestic | India - Central,Share %,70.15,%,India - Central,HRIS extract
2015,Nationality,Domestic | India - North-East,Headcount,2541,count,India - North-East,HRIS extract
2015,Nationality,Domestic | India - North-East,Share %,45.75,%,India - North-East,HRIS extract
2015,Nationality,Domestic | Asia ex-India - SE Asia,Headcount,2849,count,Asia ex-India - SE Asia,HRIS extract
2015,Nationality,Domestic | Asia ex-India - SE Asia,Share %,24.15,%,Asia ex-India - SE Asia,HRIS extract
2015,Nationality,Domestic | Asia ex-India - East Asia,Headcount,781,count,Asia ex-India - East Asia,HRIS extract
2015,Nationality,Domestic | Asia ex-India - East Asia,Share %,93.32,%,Asia ex-India - East Asia,HRIS extract
2015,Nationality,Domestic | Middle East & Africa,Headcount,583,count,Middle East & Africa,HRIS extract
2015,Nationality,Domestic | Middle East & Africa,Share %,85.81,%,Middle East & Africa,HRIS extract
2015,Nationality,Domestic | EMEA - Western Europe,Headcount,865,count,EMEA - Western Europe,HRIS extract
2015,Nationality,Domestic | EMEA - Western Europe,Share %,46.86,%,EMEA - Western Europe,HRIS extract
2015,Nationality,Domestic | EMEA - Eastern Europe,Headcount,3786,count,EMEA - Eastern Europe,HRIS extract
2015,Nationality,Domestic | EMEA - Eastern Europe,Share %,43.24,%,EMEA - Eastern Europe,HRIS extract
2015,Nationality,Domestic | Americas - North,Headcount,2722,count,Americas - North,HRIS extract
2015,Nationality,Domestic | Americas - North,Share %,52.82,%,Americas - North,HRIS extract
2015,Nationality,Domestic | Americas - LatAm,Headcount,1248,count,Americas - LatAm,HRIS extract
2015,Nationality,Domestic | Americas - LatAm,Share %,3.88,%,Americas - LatAm,HRIS extract
2015,Nationality,Expat | India - West,Headcount,1973,count,India - West,HRIS extract
2015,Nationality,Expat | India - West,Share %,32.89,%,India - West,HRIS extract
2015,Nationality,Expat | India - North,Headcount,1267,count,India - North,HRIS extract
2015,Nationality,Expat | India - North,Share %,31.68,%,India - North,HRIS extract
2015,Nationality,Expat | India - South,Headcount,1526,count,India - South,HRIS extract
2015,Nationality,Expat | India - South,Share %,64.66,%,India - South,HRIS extract
2015,Nationality,Expat | India - East,Headcount,678,count,India - East,HRIS extract
2015,Nationality,Expat | India - East,Share %,14.02,%,India - East,HRIS extract
2015,Nationality,Expat | India - Central,Headcount,2657,count,India - Central,HRIS extract
2015,Nationality,Expat | India - Central,Share %,43.05,%,India - Central,HRIS extract
2015,Nationality,Expat | India - North-East,Headcount,401,count,India - North-East,HRIS extract
2015,Nationality,Expat | India - North-East,Share %,14.78,%,India - North-East,HRIS extract
2015,Nationality,Expat | Asia ex-India - SE Asia,Headcount,3513,count,Asia ex-India - SE Asia,HRIS extract
2015,Nationality,Expat | Asia ex-India - SE Asia,Share %,16.81,%,Asia ex-India - SE Asia,HRIS extract
2015,Nationality,Expat | Asia ex-India - East Asia,Headcount,138,count,Asia ex-India - East Asia,HRIS extract
2015,Nationality,Expat | Asia ex-India - East Asia,Share %,51.02,%,Asia ex-India - East Asia,HRIS extract
2015,Nationality,Expat | Middle East & Africa,Headcount,342,count,Middle East & Africa,HRIS extract
2015,Nationality,Expat | Middle East & Africa,Share %,67.92,%,Middle East & Africa,HRIS extract
2015,Nationality,Expat | EMEA - Western Europe,Headcount,2000,count,EMEA - Western Europe,HRIS extract
2015,Nationality,Expat | EMEA - Western Europe,Share %,68.02,%,EMEA - Western Europe,HRIS extract
2015,Nationality,Expat | EMEA - Eastern Europe,Headcount,267,count,EMEA - Eastern Europe,HRIS extract
2015,Nationality,Expat | EMEA - Eastern Europe,Share %,77.03,%,EMEA - Eastern Europe,HRIS extract
2015,Nationality,Expat | Americas - North,Headcount,3979,count,Americas - North,HRIS extract
2015,Nationality,Expat | Americas - North,Share %,77.06,%,Americas - North,HRIS extract
2015,Nationality,Expat | Americas - LatAm,Headcount,792,count,Americas - LatAm,HRIS extract
2015,Nationality,Expat | Americas - LatAm,Share %,46.21,%,Americas - LatAm,HRIS extract
2015,Nationality,Leadership Domestic | India - West,Headcount,2518,count,India - West,HRIS extract
2015,Nationality,Leadership Domestic | India - West,Share %,39.47,%,India - West,HRIS extract
2015,Nationality,Leadership Domestic | India - North,Headcount,84,count,India - North,HRIS extract
2015,Nationality,Leadership Domestic | India - North,Share %,38.16,%,India - North,HRIS extract
2015,Nationality,Leadership Domestic | India - South,Headcount,3119,count,India - South,HRIS extract
2015,Nationality,Leadership Domestic | India - South,Share %,13.9,%,India - South,HRIS extract
2015,Nationality,Leadership Domestic | India - East,Headcount,3004,count,India - East,HRIS extract
2015,Nationality,Leadership Domestic | India - East,Share %,2.66,%,India - East,HRIS extract
2015,Nationality,Leadership Domestic | India - Central,Headcount,3291,count,India - Central,HRIS extract
2015,Nationality,Leadership Domestic | India - Central,Share %,91.24,%,India - Central,HRIS extract
2015,Nationality,Leadership Domestic | India - North-East,Headcount,3426,count,India - North-East,HRIS extract
2015,Nationality,Leadership Domestic | India - North-East,Share %,25.67,%,India - North-East,HRIS extract
2015,Nationality,Leadership Domestic | Asia ex-India - SE Asia,Headcount,1363,count,Asia ex-India - SE Asia,HRIS extract
2015,Nationality,Leadership Domestic | Asia ex-India - SE Asia,Share %,34.11,%,Asia ex-India - SE Asia,HRIS extract
2015,Nationality,Leadership Domestic | Asia ex-India - East Asia,Headcount,1444,count,Asia ex-India - East Asia,HRIS extract
2015,Nationality,Leadership Domestic | Asia ex-India - East Asia,Share %,10.69,%,Asia ex-India - East Asia,HRIS extract
2015,Nationality,Leadership Domestic | Middle East & Africa,Headcount,2075,count,Middle East & Africa,HRIS extract
2015,Nationality,Leadership Domestic | Middle East & Africa,Share %,93.45,%,Middle East & Africa,HRIS extract
2015,Nationality,Leadership Domestic | EMEA - Western Europe,Headcount,233,count,EMEA - Western Europe,HRIS extract
2015,Nationality,Leadership Domestic | EMEA - Western Europe,Share %,25.9,%,EMEA - Western Europe,HRIS extract
2015,Nationality,Leadership Domestic | EMEA - Eastern Europe,Headcount,257,count,EMEA - Eastern Europe,HRIS extract
2015,Nationality,Leadership Domestic | EMEA - Eastern Europe,Share %,34.21,%,EMEA - Eastern Europe,HRIS extract
2015,Nationality,Leadership Domestic | Americas - North,Headcount,816,count,Americas - North,HRIS extract
2015,Nationality,Leadership Domestic | Americas - North,Share %,73.88,%,Americas - North,HRIS extract
2015,Nationality,Leadership Domestic | Americas - LatAm,Headcount,1672,count,Americas - LatAm,HRIS extract
2015,Nationality,Leadership Domestic | Americas - LatAm,Share %,8.4,%,Americas - LatAm,HRIS extract
2015,Nationality,Leadership Expat | India - West,Headcount,926,count,India - West,HRIS extract
2015,Nationality,Leadership Expat | India - West,Share %,63.58,%,India - West,HRIS extract
2015,Nationality,Leadership Expat | India - North,Headcount,3647,count,India - North,HRIS extract
2015,Nationality,Leadership Expat | India - North,Share %,8.67,%,India - North,HRIS extract
2015,Nationality,Leadership Expat | India - South,Headcount,844,count,India - South,HRIS extract
2015,Nationality,Leadership Expat | India - South,Share %,72.48,%,India - South,HRIS extract
2015,Nationality,Leadership Expat | India - East,Headcount,3473,count,India - East,HRIS extract
2015,Nationality,Leadership Expat | India - East,Share %,49.46,%,India - East,HRIS extract
2015,Nationality,Leadership Expat | India - Central,Headcount,2199,count,India - Central,HRIS extract
2015,Nationality,Leadership Expat | India - Central,Share %,65.18,%,India - Central,HRIS extract
2015,Nationality,Leadership Expat | India - North-East,Headcount,3171,count,India - North-East,HRIS extract
2015,Nationality,Leadership Expat | India - North-East,Share %,35.36,%,India - North-East,HRIS extract
2015,Nationality,Leadership Expat | Asia ex-India - SE Asia,Headcount,3231,count,Asia ex-India - SE Asia,HRIS extract
2015,Nationality,Leadership Expat | Asia ex-India - SE Asia,Share %,38.44,%,Asia ex-India - SE Asia,HRIS extract
2015,Nationality,Leadership Expat | Asia ex-India - East Asia,Headcount,2493,count,Asia ex-India - East Asia,HRIS extract
2015,Nationality,Leadership Expat | Asia ex-India - East Asia,Share %,84.3,%,Asia ex-India - East Asia,HRIS extract
2015,Nationality,Leadership Expat | Middle East & Africa,Headcount,2473,count,Middle East & Africa,HRIS extract
2015,Nationality,Leadership Expat | Middle East & Africa,Share %,19.96,%,Middle East & Africa,HRIS extract
2015,Nationality,Leadership Expat | EMEA - Western Europe,Headcount,1858,count,EMEA - Western Europe,HRIS extract
2015,Nationality,Leadership Expat | EMEA - Western Europe,Share %,13.2,%,EMEA - Western Europe,HRIS extract
2015,Nationality,Leadership Expat | EMEA - Eastern Europe,Headcount,44,count,EMEA - Eastern Europe,HRIS extract
2015,Nationality,Leadership Expat | EMEA - Eastern Europe,Share %,86.55,%,EMEA - Eastern Europe,HRIS extract
2015,Nationality,Leadership Expat | Americas - North,Headcount,3698,count,Americas - North,HRIS extract
2015,Nationality,Leadership Expat | Americas - North,Share %,86.81,%,Americas - North,HRIS extract
2015,Nationality,Leadership Expat | Americas - LatAm,Headcount,1579,count,Americas - LatAm,HRIS extract
2015,Nationality,Leadership Expat | Americas - LatAm,Share %,81.31,%,Americas - LatAm,HRIS extract
2015,Nationality,Top-3 Nationalities Share | India - West,Headcount,1948,count,India - West,HRIS extract
2015,Nationality,Top-3 Nationalities Share | India - West,Share %,3.57,%,India - West,HRIS extract
2015,Nationality,Top-3 Nationalities Share | India - North,Headcount,2439,count,India - North,HRIS extract
2015,Nationality,Top-3 Nationalities Share | India - North,Share %,64.87,%,India - North,HRIS extract
2015,Nationality,Top-3 Nationalities Share | India - South,Headcount,3792,count,India - South,HRIS extract
2015,Nationality,Top-3 Nationalities Share | India - South,Share %,82.58,%,India - South,HRIS extract
2015,Nationality,Top-3 Nationalities Share | India - East,Headcount,2107,count,India - East,HRIS extract
2015,Nationality,Top-3 Nationalities Share | India - East,Share %,67.45,%,India - East,HRIS extract
2015,Nationality,Top-3 Nationalities Share | India - Central,Headcount,2736,count,India - Central,HRIS extract
2015,Nationality,Top-3 Nationalities Share | India - Central,Share %,78.81,%,India - Central,HRIS extract
2015,Nationality,Top-3 Nationalities Share | India - North-East,Headcount,2426,count,India - North-East,HRIS extract
2015,Nationality,Top-3 Nationalities Share | India - North-East,Share %,3.15,%,India - North-East,HRIS extract
2015,Nationality,Top-3 Nationalities Share | Asia ex-India - SE Asia,Headcount,3513,count,Asia ex-India - SE Asia,HRIS extract
2015,Nationality,Top-3 Nationalities Share | Asia ex-India - SE Asia,Share %,69.0,%,Asia ex-India - SE Asia,HRIS extract
2015,Nationality,Top-3 Nationalities Share | Asia ex-India - East Asia,Headcount,3643,count,Asia ex-India - East Asia,HRIS extract
2015,Nationality,Top-3 Nationalities Share | Asia ex-India - East Asia,Share %,87.57,%,Asia ex-India - East Asia,HRIS extract
2015,Nationality,Top-3 Nationalities Share | Middle East & Africa,Headcount,710,count,Middle East & Africa,HRIS extract
2015,Nationality,Top-3 Nationalities Share | Middle East & Africa,Share %,65.44,%,Middle East & Africa,HRIS extract
2015,Nationality,Top-3 Nationalities Share | EMEA - Western Europe,Headcount,3231,count,EMEA - Western Europe,HRIS extract
2015,Nationality,Top-3 Nationalities Share | EMEA - Western Europe,Share %,60.4,%,EMEA - Western Europe,HRIS extract
2015,Nationality,Top-3 Nationalities Share | EMEA - Eastern Europe,Headcount,1127,count,EMEA - Eastern Europe,HRIS extract
2015,Nationality,Top-3 Nationalities Share | EMEA - Eastern Europe,Share %,20.33,%,EMEA - Eastern Europe,HRIS extract
2015,Nationality,Top-3 Nationalities Share | Americas - North,Headcount,1868,count,Americas - North,HRIS extract
2015,Nationality,Top-3 Nationalities Share | Americas - North,Share %,15.1,%,Americas - North,HRIS extract
2015,Nationality,Top-3 Nationalities Share | Americas - LatAm,Headcount,269,count,Americas - LatAm,HRIS extract
2015,Nationality,Top-3 Nationalities Share | Americas - LatAm,Share %,70.29,%,Americas - LatAm,HRIS extract
2015,Tenure,<2 yrs | India - West,Headcount,225,count,India - West,HRIS extract
2015,Tenure,<2 yrs | India - West,Median tenure,8.4,years,India - West,HRIS extract
2015,Tenure,<2 yrs | India - North,Headcount,2488,count,India - North,HRIS extract
2015,Tenure,<2 yrs | India - North,Median tenure,1.6,years,India - North,HRIS extract
2015,Tenure,<2 yrs | India - South,Headcount,1359,count,India - South,HRIS extract
2015,Tenure,<2 yrs | India - South,Median tenure,8.3,years,India - South,HRIS extract
2015,Tenure,<2 yrs | India - East,Headcount,1827,count,India - East,HRIS extract
2015,Tenure,<2 yrs | India - East,Median tenure,2.1,years,India - East,HRIS extract
2015,Tenure,<2 yrs | India - Central,Headcount,1793,count,India - Central,HRIS extract
2015,Tenure,<2 yrs | India - Central,Median tenure,4.4,years,India - Central,HRIS extract
2015,Tenure,<2 yrs | India - North-East,Headcount,2810,count,India - North-East,HRIS extract
2015,Tenure,<2 yrs | India - North-East,Median tenure,7.6,years,India - North-East,HRIS extract
2015,Tenure,<2 yrs | Asia ex-India - SE Asia,Headcount,2599,count,Asia ex-India - SE Asia,HRIS extract
2015,Tenure,<2 yrs | Asia ex-India - SE Asia,Median tenure,13.5,years,Asia ex-India - SE Asia,HRIS extract
2015,Tenure,<2 yrs | Asia ex-India - East Asia,Headcount,1891,count,Asia ex-India - East Asia,HRIS extract
2015,Tenure,<2 yrs | Asia ex-India - East Asia,Median tenure,4.1,years,Asia ex-India - East Asia,HRIS extract
2015,Tenure,<2 yrs | Middle East & Africa,Headcount,863,count,Middle East & Africa,HRIS extract
2015,Tenure,<2 yrs | Middle East & Africa,Median tenure,4.5,years,Middle East & Africa,HRIS extract
2015,Tenure,<2 yrs | EMEA - Western Europe,Headcount,2609,count,EMEA - Western Europe,HRIS extract
2015,Tenure,<2 yrs | EMEA - Western Europe,Median tenure,4.4,years,EMEA - Western Europe,HRIS extract
2015,Tenure,<2 yrs | EMEA - Eastern Europe,Headcount,995,count,EMEA - Eastern Europe,HRIS extract
