company,year,sector,revenue,net_profit,total_assets,total_liabilities,current_assets,current_liabilities,ppe_net,capex,depreciation,interest_expense,ebitda,operating_cash_flow,net_debt,goodwill,intangibles
Wraith Generation Ltd Co,2022,Power,27529.73,3359.84,64339.09,45691.59,18656.0,11641.35,39054.15,3243.45,2687.16,1406.22,8072.57,5675.27,16998.37,15.83,1825.28
Wraith Generation Ltd Co,2023,Power,28972.38,3079.85,61616.68,40485.37,16673.5,15477.9,30050.0,2120.66,1949.25,2604.1,7169.36,6628.38,13456.33,3572.5,507.05
Wraith Generation Ltd Co,2024,Power,29723.73,2050.17,66793.88,41758.47,16794.09,10263.98,36409.46,4075.85,2501.49,2662.1,4592.95,3864.93,17927.82,3228.53,2625.71
Electra Power Systems,1989,Power,3884.06,297.64,10104.21,7429.01,2576.0,2472.27,4225.26,393.65,286.42,296.69,762.24,598.59,3428.79,127.27,71.16
Electra Power Systems,1990,Power,4223.04,241.19,10594.95,7293.94,3210.94,2554.9,5336.87,447.19,409.94,227.61,996.64,861.5,3196.28,484.65,301.76
Electra Power Systems,1991,Power,4029.91,353.51,11567.96,8193.48,2515.76,3141.29,5833.84,542.0,486.52,258.95,829.87,720.35,3207.51,239.48,252.41
Electra Power Systems,1992,Power,4294.83,487.55,11796.82,7066.73,3192.39,1871.01,6816.1,297.83,471.99,356.09,1004.11,766.1,2934.81,367.81,68.43
Electra Power Systems,1993,Power,4236.06,451.91,12379.92,7640.09,3030.57,2910.97,5648.01,467.77,422.39,304.91,808.75,736.22,3142.51,521.87,183.1
Electra Power Systems,1994,Power,5127.82,403.72,13166.8,8115.01,3724.66,2923.1,5892.03,309.51,562.34,428.96,971.21,906.98,4005.79,625.59,297.06
Electra Power Systems,1995,Power,5076.84,529.67,13614.7,8191.99,2780.13,3020.49,7044.97,577.71,546.1,412.85,1292.48,955.29,3278.77,397.94,532.61
Electra Power Systems,1996,Power,5689.27,346.79,14647.37,8056.12,3351.6,1978.08,7241.25,659.1,583.58,253.52,1240.36,1018.76,3549.52,53.6,210.08
Electra Power Systems,1997,Power,5417.76,344.36,16663.12,9423.29,5060.28,3608.33,9234.68,590.57,892.51,369.72,907.05,734.88,4459.93,12.9,426.54
Electra Power Systems,1998,Power,6052.1,383.2,16000.63,9372.76,2985.59,2760.79,9908.19,737.73,655.87,500.47,1348.14,1174.03,2851.94,900.46,90.13
Electra Power Systems,1999,Power,6783.96,700.8,16939.09,11103.01,4998.46,3253.7,8572.78,526.61,770.03,432.63,1556.96,1357.02,4074.28,563.91,211.36
Electra Power Systems,2000,Power,6378.56,751.46,17919.6,11144.56,5397.82,4212.46,8643.38,652.85,664.45,659.14,2041.14,1513.23,4355.64,861.38,615.94
Electra Power Systems,2001,Power,6673.08,424.44,19032.41,12520.74,4480.13,3208.39,11392.46,720.98,898.59,438.94,1631.43,1497.64,4100.76,265.98,596.55
Electra Power Systems,2002,Power,7925.82,852.17,21515.46,13271.49,5710.12,3390.0,9282.39,673.32,671.76,544.94,1936.92,1559.12,4595.87,835.92,244.8
Electra Power Systems,2003,Power,8456.67,835.64,21607.63,15362.65,5176.86,5726.55,9281.02,921.79,798.45,492.06,1925.61,1590.13,6433.86,310.78,655.94
Electra Power Systems,2004,Power,9002.38,521.96,24245.41,16824.17,7460.26,5470.75,10314.26,1187.09,1021.17,1035.71,2031.08,1581.32,6558.07,110.73,136.4
Electra Power Systems,2005,Power,9190.69,772.09,24404.83,16877.52,4658.8,4075.44,11818.0,1259.33,821.55,562.84,2332.8,1556.21,8364.02,215.65,150.6
Electra Power Systems,2006,Power,9397.59,690.33,24913.75,16653.53,4918.81,5821.96,14619.47,1233.66,1211.19,538.04,1387.56,1293.78,8521.11,980.08,295.3
Electra Power Systems,2007,Power,10051.77,420.03,27323.72,16533.87,6064.68,5806.9,13887.03,920.7,833.43,555.62,2281.59,1510.36,7804.08,1342.67,692.8
Electra Power Systems,2008,Power,11224.84,1314.37,28833.31,18993.5,7262.44,7341.75,11646.43,892.42,908.43,725.81,2525.18,1668.51,7985.32,1371.11,957.86
Electra Power Systems,2009,Power,10425.37,457.2,30605.17,20541.1,6761.18,5374.61,14933.33,786.96,958.11,678.41,1848.3,1726.73,9104.36,709.87,528.48
Electra Power Systems,2010,Power,12525.85,920.51,32577.91,23985.83,9209.46,6554.53,15834.32,1656.76,1076.08,922.89,2592.73,1975.52,10636.54,1708.35,290.31
Electra Power Systems,2011,Power,12402.5,1046.08,34378.53,20338.25,9581.46,5090.71,17805.25,1600.62,1588.1,1016.31,2265.13,1515.46,7298.51,1276.49,784.71
Electra Power Systems,2012,Power,13332.23,917.79,34564.61,26937.24,9253.95,7601.57,17056.68,1158.07,1200.55,1024.76,3033.13,2410.1,10712.11,1104.38,1129.28
Electra Power Systems,2013,Power,13879.4,963.12,36553.59,26141.96,8696.29,8827.71,22204.23,866.53,1948.36,1146.62,2662.87,2220.26,13051.2,949.21,1346.4
Electra Power Systems,2014,Power,15536.71,689.39,40113.28,30125.98,7512.34,9892.9,19963.22,1683.55,1648.45,1283.4,3341.29,2307.03,11197.96,876.99,623.9
Electra Power Systems,2015,Power,16757.32,928.43,41625.07,23647.13,9533.55,6514.58,25279.97,1647.83,2262.91,1367.28,3895.23,3308.87,9431.11,829.3,1234.08
Electra Power Systems,2016,Power,17689.07,1585.19,42544.91,25200.49,10131.77,7423.73,24981.85,1824.18,2400.33,1189.34,2916.74,2262.6,7612.71,569.98,1260.03
Electra Power Systems,2017,Power,16525.32,929.45,48620.67,37411.5,13310.53,8639.44,21259.4,1947.72,1778.66,1428.04,4165.11,2858.28,20209.0,625.39,1311.46
Electra Power Systems,2018,Power,20179.97,2281.44,51207.61,36582.78,12069.39,12986.9,23667.83,1309.35,2249.35,1120.7,3638.47,2959.99,18216.98,33.55,910.98
Electra Power Systems,2019,Power,21366.8,1154.05,50959.84,38983.32,14591.52,8972.87,22103.18,2287.47,1927.91,2502.73,3516.57,3268.63,13580.98,1061.45,1226.85
Electra Power Systems,2020,Power,21949.95,2314.25,51842.29,30525.27,10928.64,7859.95,30322.11,1341.45,2450.16,1445.04,5635.62,4651.82,10473.84,2146.56,861.47
Electra Power Systems,2021,Power,21721.87,2941.88,58821.06,32419.17,16031.35,9591.67,32643.73,1384.37,2882.52,1483.17,6851.97,4995.48,17290.52,311.65,2071.22
Electra Power Systems,2022,Power,21930.82,1368.67,58598.77,38750.37,18407.06,10836.57,34105.67,1978.35,2770.73,1286.05,5431.37,4533.64,20051.0,2152.72,1699.81
Electra Power Systems,2023,Power,24430.7,2574.99,65119.86,46036.38,13764.36,11036.31,38076.43,2270.4,2481.89,2229.48,5388.83,3987.34,18244.26,1245.29,1784.13
Electra Power Systems,2024,Power,26077.77,1897.6,67471.01,50705.92,19766.41,13048.11,35487.24,3430.36,3347.71,2897.14,6406.45,4675.35,18462.98,3350.62,965.64
Drift Power Co,1989,Power,1025.53,77.09,2557.49,1738.03,791.19,579.99,1225.36,119.16,106.29,107.44,207.93,141.64,844.95,127.86,91.19
Drift Power Co,1990,Power,1081.9,88.65,2715.53,1960.68,626.1,593.69,1440.49,98.31,135.54,71.45,226.64,157.3,602.76,38.0,37.15
Drift Power Co,1991,Power,1098.05,80.68,2972.03,1654.6,721.9,550.18,1413.37,101.18,119.72,49.86,269.19,215.96,581.07,137.99,91.93
Drift Power Co,1992,Power,1062.85,140.15,3060.31,1945.88,640.02,733.43,1308.78,76.05,98.57,83.38,167.59,147.56,748.2,50.38,76.55
Drift Power Co,1993,Power,1199.9,87.59,3212.13,2180.51,580.64,667.44,1898.81,163.43,160.45,100.48,238.58,165.53,993.14,77.83,117.83
Drift Power Co,1994,Power,1259.66,120.47,3426.7,2185.21,644.33,490.38,1892.62,143.65,182.59,138.73,169.25,152.34,920.5,159.46,91.63
Drift Power Co,1995,Power,1413.19,61.06,3517.71,2112.41,814.0,475.8,1821.92,128.53,138.76,128.64,266.16,202.69,977.07,72.58,101.54
Drift Power Co,1996,Power,1422.85,95.86,3877.95,2708.38,1009.77,731.37,1905.66,134.1,132.65,171.01,263.46,247.51,1282.43,170.1,120.51
Drift Power Co,1997,Power,1451.41,130.63,4222.5,3091.11,980.66,812.6,1933.7,166.73,187.97,115.41,375.81,303.34,1556.97,241.68,70.33
Drift Power Co,1998,Power,1683.62,34.75,4482.2,3343.98,1143.04,752.99,1830.53,226.37,112.78,183.24,360.69,258.35,1799.04,67.37,25.88
Drift Power Co,1999,Power,1655.71,127.52,4697.53,3010.76,1423.2,930.91,2752.15,148.05,249.21,111.11,254.77,234.77,1534.13,60.87,131.18
Drift Power Co,2000,Power,1845.39,121.53,4933.88,2811.12,1245.38,984.58,1988.43,187.16,173.15,127.17,366.18,298.52,1078.65,78.03,62.13
Drift Power Co,2001,Power,1912.94,128.46,5210.83,3424.88,1524.09,1056.64,2643.22,204.87,252.8,202.11,388.45,299.97,1691.34,300.95,172.3
Drift Power Co,2002,Power,1989.42,110.58,5394.88,3311.81,1444.58,910.48,2843.62,268.8,181.08,106.79,323.51,260.8,1187.06,236.59,214.89
Drift Power Co,2003,Power,2301.9,168.64,5525.01,3075.92,1280.77,970.3,2228.43,225.26,215.02,102.06,529.59,438.18,1109.31,22.38,97.72
Drift Power Co,2004,Power,2254.53,178.92,5606.86,3834.03,1030.5,1489.74,2544.81,217.64,187.88,172.45,445.87,401.89,1308.1,93.9,154.75
Drift Power Co,2005,Power,2621.25,224.35,5915.7,4500.31,1066.16,1223.85,2534.16,198.66,244.01,284.98,556.76,445.49,1754.64,137.5,227.2
Drift Power Co,2006,Power,2362.71,278.37,6473.48,4290.97,1507.0,1381.08,3640.8,234.71,344.14,242.4,542.64,465.01,2003.3,65.64,69.09
Drift Power Co,2007,Power,2662.08,258.71,6969.7,4548.48,1900.06,1395.58,4146.02,340.25,262.46,207.52,694.79,526.94,2482.13,362.23,93.93
Drift Power Co,2008,Power,2814.36,303.46,6955.47,4770.46,1259.81,1847.66,3909.04,189.72,274.45,260.01,581.85,394.06,2346.01,126.99,71.7
Drift Power Co,2009,Power,3182.23,363.31,7597.68,5745.59,1694.63,2053.61,4392.41,363.01,335.61,356.41,616.32,407.19,2535.94,175.48,297.37
Drift Power Co,2010,Power,3413.67,438.39,7686.05,5927.78,1862.51,1717.1,3765.25,461.57,286.34,362.17,845.99,626.64,2136.86,42.96,139.57
Drift Power Co,2011,Power,3314.5,424.62,8365.78,5772.48,2099.32,1721.94,4610.85,364.06,369.12,325.81,510.16,366.32,2669.23,305.61,233.52
Drift Power Co,2012,Power,3576.74,211.14,8662.32,5062.48,2557.64,1475.85,4306.85,379.1,350.32,159.57,798.62,588.1,2321.25,508.31,104.01
Drift Power Co,2013,Power,4151.5,402.55,9682.08,7130.47,2646.1,2348.63,4793.5,362.34,460.29,377.91,928.31,845.61,2354.14,559.33,238.85
Drift Power Co,2014,Power,3817.63,346.95,9640.59,5645.15,2062.0,2148.07,4277.84,252.16,335.47,227.27,609.57,547.0,2477.51,392.52,361.41
Drift Power Co,2015,Power,4444.53,472.35,10022.33,7347.37,2581.64,2412.68,6069.44,362.23,433.48,467.94,955.81,631.73,3822.77,7.09,127.38
Drift Power Co,2016,Power,4712.26,350.55,10941.55,8039.03,2588.07,2219.34,6526.08,578.23,634.25,286.98,976.15,692.27,3259.63,567.77,402.56
Drift Power Co,2017,Power,4730.96,474.07,11917.99,7487.19,3770.17,1899.29,6706.02,390.71,516.03,359.13,1105.41,743.09,3767.74,202.41,173.8
Drift Power Co,2018,Power,5092.43,568.28,12923.43,7879.88,2973.4,2128.43,5330.92,710.02,504.75,273.89,1208.97,1082.92,2540.35,375.91,491.91
Drift Power Co,2019,Power,5263.98,500.65,13125.69,9220.43,2619.25,2720.48,6083.1,703.44,416.13,302.29,717.43,622.84,3092.02,640.8,257.21
Drift Power Co,2020,Power,5671.12,391.71,13646.77,9370.9,3203.79,3212.47,5583.97,588.68,533.23,383.03,1189.27,1093.15,3782.02,700.22,124.46
Drift Power Co,2021,Power,5667.77,562.6,15102.36,9953.25,3074.28,3234.54,6324.59,660.77,561.47,610.44,1164.57,846.02,4590.43,433.66,542.76
Drift Power Co,2022,Power,6927.87,555.23,15677.52,10481.42,3036.26,3877.34,9692.53,885.36,903.18,604.49,1739.54,1388.25,5178.51,412.4,415.98
Drift Power Co,2023,Power,6959.53,759.68,16613.63,12780.9,4134.99,3740.2,10173.94,847.21,739.66,400.45,1291.13,876.55,6924.26,317.16,334.17
Drift Power Co,2024,Power,7035.04,697.36,17553.53,12921.29,3613.62,4341.83,7970.08,903.9,533.43,614.63,1435.51,936.62,6578.51,456.01,551.38
Ember Utilities Corp,1989,Power,599.87,72.17,1574.51,1222.41,427.81,300.6,744.9,79.13,74.37,65.27,168.18,117.96,646.14,28.63,25.99
Ember Utilities Corp,1990,Power,681.89,54.5,1567.21,1055.25,355.69,394.44,829.72,73.7,53.83,54.89,182.18,124.66,469.82,16.0,35.11
Ember Utilities Corp,1991,Power,646.49,46.89,1731.35,1304.65,325.12,289.84,800.92,79.28,77.97,64.8,138.38,119.54,621.03,49.16,47.86
Ember Utilities Corp,1992,Power,723.85,42.18,1779.69,1386.3,466.85,443.41,730.87,52.41,54.25,58.65,156.47,107.87,659.08,62.09,67.25
Ember Utilities Corp,1993,Power,802.97,92.81,1926.01,1466.93,392.31,465.84,1075.31,73.24,82.98,87.4,171.4,143.6,504.42,106.12,18.15
Ember Utilities Corp,1994,Power,800.78,79.99,1860.7,1067.47,414.86,361.85,1069.78,60.74,70.62,69.19,132.78,95.23,387.38,70.49,26.78
Ember Utilities Corp,1995,Power,827.04,62.97,2117.7,1309.65,408.32,480.32,1008.01,104.23,68.85,51.73,165.44,146.77,563.2,83.88,54.67
Ember Utilities Corp,1996,Power,922.68,69.66,2103.99,1561.06,567.84,422.82,1181.04,102.22,86.57,95.73,181.27,119.43,832.96,99.09,24.22
Ember Utilities Corp,1997,Power,1015.75,164.74,2359.11,1730.7,480.89,690.04,1010.62,75.66,75.35,71.43,270.94,194.8,519.22,119.96,23.24
Ember Utilities Corp,1998,Power,955.74,93.41,2300.46,1519.36,445.92,589.35,1065.85,97.36,75.68,66.68,231.72,158.02,530.82,116.91,56.37
Ember Utilities Corp,1999,Power,1008.6,58.25,2590.01,1490.24,669.05,381.0,1408.69,105.12,110.1,75.49,267.25,174.04,508.98,153.91,85.53
Ember Utilities Corp,2000,Power,1135.98,44.41,2603.48,1868.39,711.44,733.77,1562.95,117.83,126.79,101.56,235.8,197.83,686.87,96.58,85.52
Ember Utilities Corp,2001,Power,1184.16,97.16,2744.75,1944.17,598.72,477.05,1407.42,99.44,97.04,119.57,231.02,153.87,929.01,76.17,85.13
Ember Utilities Corp,2002,Power,1152.74,96.23,3067.14,2321.49,832.7,853.8,1577.34,153.0,118.55,143.77,272.27,218.55,873.57,183.54,119.32
Ember Utilities Corp,2003,Power,1254.66,52.75,3274.02,2058.66,800.2,714.73,1645.14,78.17,119.79,73.58,267.31,209.45,1009.54,103.78,28.86
Ember Utilities Corp,2004,Power,1460.7,72.29,3403.35,2489.62,805.74,662.39,1791.98,159.84,152.22,129.79,348.32,290.2,1152.49,130.02,48.04
Ember Utilities Corp,2005,Power,1325.33,108.76,3626.1,2135.18,725.46,477.85,1863.14,123.34,151.88,78.48,295.71,192.72,898.35,178.4,81.67
Ember Utilities Corp,2006,Power,1401.26,132.15,3726.54,2892.9,1041.52,883.42,2202.27,95.04,148.05,186.5,347.6,276.2,1018.12,89.93,131.0
Ember Utilities Corp,2007,Power,1514.2,160.7,3848.36,2237.02,770.73,570.33,2182.21,211.56,214.97,108.91,388.13,366.54,989.54,60.47,141.08
Ember Utilities Corp,2008,Power,1724.71,260.8,4079.27,2869.15,966.66,1093.74,2380.42,207.92,202.6,165.85,431.66,335.25,966.5,148.45,49.87
Ember Utilities Corp,2009,Power,1914.28,201.25,4352.82,2847.06,1222.56,696.92,2104.01,217.96,165.49,139.73,604.38,547.49,955.48,81.91,52.45
Ember Utilities Corp,2010,Power,1949.79,159.35,4793.13,2691.15,1363.12,600.94,2248.56,221.43,203.66,168.59,450.77,368.52,827.26,77.32,120.21
Ember Utilities Corp,2011,Power,2031.24,153.86,4637.68,2776.02,1275.23,613.74,2710.28,242.19,270.71,172.86,493.35,428.5,1283.03,224.77,159.2
Ember Utilities Corp,2012,Power,2333.17,126.06,5375.85,3425.84,1185.7,1155.41,3207.72,234.85,213.56,111.33,469.54,435.5,1596.79,55.04,36.25
Ember Utilities Corp,2013,Power,2089.92,201.05,5146.41,3288.67,1127.91,1135.78,2118.47,266.87,177.67,110.42,498.92,458.9,1692.62,127.44,153.4
Ember Utilities Corp,2014,Power,2376.28,115.6,5551.19,3756.81,1584.78,974.44,2888.89,253.09,204.97,181.99,476.33,314.81,1904.58,163.94,204.28
Ember Utilities Corp,2015,Power,2462.63,107.27,6063.06,3673.87,1502.13,821.36,3227.74,197.51,203.84,131.64,571.91,506.44,1957.85,23.49,91.59
Ember Utilities Corp,2016,Power,2920.58,249.41,6517.23,3799.2,1187.43,958.4,3476.56,370.9,304.96,141.01,551.44,491.62,1703.98,312.14,33.48
Ember Utilities Corp,2017,Power,3110.61,214.37,6634.72,4384.16,1655.85,1241.6,4064.34,308.14,373.66,247.78,672.72,483.16,1317.64,92.39,126.55
Ember Utilities Corp,2018,Power,2787.61,271.47,6922.95,5186.4,2103.29,1349.73,3620.94,382.68,235.72,240.18,768.99,512.0,2605.6,32.52,147.18
Ember Utilities Corp,2019,Power,3123.7,310.37,7114.76,4918.11,2043.78,1739.83,3470.66,266.17,322.87,254.33,772.73,667.09,1495.67,132.89,38.2
Ember Utilities Corp,2020,Power,3562.67,249.11,7438.04,5237.35,1683.18,1352.08,3415.49,273.08,276.21,319.02,721.37,557.76,2335.49,130.25,128.58
Ember Utilities Corp,2021,Power,3755.77,260.57,8730.2,6093.77,2646.47,1869.89,4647.1,410.59,448.14,266.26,599.43,487.09,2817.1,56.9,207.32
Ember Utilities Corp,2022,Power,3686.46,285.35,8596.89,5645.4,1696.08,1287.2,4819.14,338.42,306.13,238.44,819.75,650.58,3081.88,368.54,292.81
Ember Utilities Corp,2023,Power,4146.46,420.06,9447.63,5496.57,2847.07,1782.99,4554.83,525.89,450.65,299.91,906.23,847.5,2571.83,98.55,318.77
Ember Utilities Corp,2024,Power,4479.35,384.41,9920.82,7082.28,2318.87,2509.97,5855.72,537.33,385.64,437.67,1433.39,1170.64,2258.41,45.9,229.83
Ember Power Systems Holdings,1989,Power,3549.68,430.27,9789.27,6103.08,2768.18,1603.58,4025.75,397.9,310.78,366.06,553.92,437.97,2312.44,125.86,135.93
Ember Power Systems Holdings,1990,Power,3467.74,293.89,11282.37,6927.44,2407.43,2109.65,5715.74,321.39,517.31,369.15,744.65,525.47,2079.87,87.82,293.66
Ember Power Systems Holdings,1991,Power,3569.15,342.31,11788.52,9101.83,3005.5,2156.6,5525.56,364.84,347.97,343.12,1097.99,722.6,4468.59,320.03,381.69
Ember Power Systems Holdings,1992,Power,3718.11,447.05,11823.55,8903.22,2606.53,3126.82,5742.78,377.02,426.64,280.51,502.37,328.62,2779.94,643.38,459.62
Ember Power Systems Holdings,1993,Power,4112.87,337.6,13137.46,10202.38,3971.65,3742.52,7701.57,553.93,618.68,506.41,766.09,641.95,3435.58,72.62,496.12
Ember Power Systems Holdings,1994,Power,4361.96,419.45,12649.07,9089.31,3371.15,3502.12,7631.08,452.62,611.81,298.91,699.33,643.11,3567.67,562.06,369.71
Ember Power Systems Holdings,1995,Power,4451.05,293.86,13958.92,9187.86,2626.82,3004.33,8630.67,424.52,523.18,571.62,1117.13,979.61,4256.01,87.63,423.77
Ember Power Systems Holdings,1996,Power,4429.85,401.51,15072.09,9278.75,4550.46,3596.64,8158.47,339.26,534.83,552.77,1040.53,986.19,3254.15,175.74,221.2
Ember Power Systems Holdings,1997,Power,5261.71,403.88,16409.86,11564.43,4180.62,4255.94,7208.04,493.87,452.57,619.85,1074.07,857.87,5681.81,546.94,173.37
Ember Power Systems Holdings,1998,Power,5107.48,425.58,17055.77,11883.77,5342.35,2652.97,7032.54,700.39,489.89,478.36,979.04,829.13,4645.75,295.09,562.04
Ember Power Systems Holdings,1999,Power,5683.17,452.41,17662.76,11800.47,3886.14,3757.98,8021.77,508.19,640.37,670.11,1120.61,1042.51,5920.27,832.76,603.7
Ember Power Systems Holdings,2000,Power,6239.78,457.7,17807.35,13594.6,4257.05,5362.04,7497.41,670.75,720.05,534.82,1382.56,937.9,4349.99,908.6,541.04
Ember Power Systems Holdings,2001,Power,5785.97,638.25,20040.36,14275.26,6364.16,3950.95,11907.52,515.07,1182.82,809.77,913.58,718.35,6010.55,768.64,286.39
Ember Power Systems Holdings,2002,Power,6982.68,444.08,20397.44,15725.18,3683.87,4281.44,12455.27,709.36,772.14,625.89,1424.0,1236.52,7830.59,1043.53,595.41
Ember Power Systems Holdings,2003,Power,7274.45,662.63,21887.12,15409.0,5546.02,4213.6,11385.71,640.22,802.94,816.25,1787.96,1330.65,7155.2,682.5,605.27
Ember Power Systems Holdings,2004,Power,7251.26,754.96,22221.84,15704.1,5924.89,4708.3,9941.83,940.98,796.93,960.05,1765.77,1236.96,8074.99,1104.69,252.1
Ember Power Systems Holdings,2005,Power,8313.4,752.78,22950.34,14924.46,5588.66,3934.72,10214.69,1150.83,703.81,657.21,2262.16,2125.98,5588.47,1240.17,275.28
Ember Power Systems Holdings,2006,Power,8566.47,540.78,24610.19,17198.54,4514.92,6782.71,12439.1,551.49,864.75,937.68,2396.71,2088.28,8017.02,1106.12,693.93
Ember Power Systems Holdings,2007,Power,8051.71,371.16,26342.71,19007.59,5621.47,6711.71,12574.26,795.99,1025.63,1044.47,1138.59,827.64,8048.13,1241.58,556.23
Ember Power Systems Holdings,2008,Power,9115.89,557.44,28218.74,17368.36,6483.7,5817.65,13626.67,904.14,881.67,735.14,1814.79,1231.43,5564.35,398.32,743.77
Ember Power Systems Holdings,2009,Power,10917.54,748.2,29838.9,18352.71,5541.59,5529.5,12695.48,990.08,884.11,841.71,2037.56,1644.45,9342.25,300.1,1065.47
Ember Power Systems Holdings,2010,Power,11475.37,670.58,30927.91,22447.73,9661.03,6743.81,16908.18,1162.27,1441.45,1356.74,2747.24,2130.38,7312.11,830.9,165.13
Ember Power Systems Holdings,2011,Power,10710.23,933.23,34248.5,22791.66,7134.03,6222.0,18904.56,1478.48,1675.66,1252.16,2403.05,2140.23,10368.77,740.73,564.57
Ember Power Systems Holdings,2012,Power,12430.48,1174.38,34603.31,25041.83,10237.54,9300.39,19463.23,1655.12,1293.54,1152.91,2260.92,1469.65,10305.96,79.21,474.46
Ember Power Systems Holdings,2013,Power,12333.47,1038.56,37190.37,20721.36,8463.95,7687.3,22792.56,1249.34,1740.25,1144.52,2786.44,2026.82,8227.24,1526.27,243.69
Ember Power Systems Holdings,2014,Power,13706.29,1486.14,38571.29,22346.85,12015.51,7921.41,22973.0,886.28,1409.07,1046.45,1960.11,1779.83,9860.7,33.02,518.47
Ember Power Systems Holdings,2015,Power,12740.93,889.75,41152.56,23376.26,11509.39,7402.98,24832.72,1184.16,1501.7,1113.0,3397.39,2421.26,7726.15,564.78,855.43
Ember Power Systems Holdings,2016,Power,16273.25,1785.58,44750.38,25904.48,10959.54,7224.69,24193.13,1770.87,2014.95,1141.21,4068.62,2955.86,11900.73,424.7,1539.77
Ember Power Systems Holdings,2017,Power,14629.02,1234.09,44994.99,28233.37,13335.53,11088.03,22778.52,1770.38,1831.46,1224.04,3600.6,2967.05,11094.94,1520.5,1114.89
Ember Power Systems Holdings,2018,Power,17917.11,1286.31,49226.35,27185.93,11461.34,10475.99,25610.74,2443.63,1745.66,1663.52,3789.2,3306.2,10667.53,1597.96,1778.48
Ember Power Systems Holdings,2019,Power,17188.83,1585.57,52429.96,33370.73,13248.62,11280.14,21784.26,2367.81,1480.82,1739.0,2467.46,1803.83,10631.9,115.6,426.61
Ember Power Systems Holdings,2020,Power,18731.01,1451.37,55445.74,39569.89,15271.97,13967.18,28320.29,2429.0,1892.2,2319.3,3216.6,2595.27,18293.83,1473.72,1468.27
Ember Power Systems Holdings,2021,Power,19960.06,1713.3,56467.17,41972.17,15575.02,9342.11,31329.71,1422.83,1932.69,2416.1,3701.49,2992.63,17093.34,631.19,289.74
Ember Power Systems Holdings,2022,Power,21246.46,2799.2,60609.44,40771.54,11991.2,15576.36,28656.99,1465.01,2522.53,2071.53,3979.5,3647.25,21848.61,2363.04,367.42
