company,year,esg_capex,green_assets,scope1_emissions_tco2e,scope2_emissions_tco2e,esg_score,sustainability_projects,sector,rating_provider,rating_year,environmental_sub_score,social_sub_score,governance_sub_score,controversies_count,water_withdrawal_kl,waste_generated_mt,renewable_energy_pct,women_in_leadership_pct,ltifr,assurance_level,assurance_provider
Hyperion Chemicals,1991,173.85,779.74,47831.64,21954.61,68.14,7,PetroChemical,MSCI,1991,76.14,73.12,62.26,1,792069.9,42012.7,10.13,18.43,0.823,Limited,KPMG
Hyperion Chemicals,1992,122.34,588.2,53535.75,23397.71,68.74,7,PetroChemical,MSCI,1992,65.22,63.05,78.61,1,583518.2,46085.7,19.58,15.03,0.206,Reasonable,TUV Nord
Hyperion Chemicals,1993,346.21,877.06,46277.95,22293.47,71.72,10,PetroChemical,Internal,1993,83.08,66.68,78.88,2,486377.3,60977.2,41.4,27.46,0.64,Reasonable,DNV
Hyperion Chemicals,1994,338.93,420.07,59105.64,32457.79,73.31,10,PetroChemical,Internal,1994,73.75,79.53,69.9,6,566839.3,51343.7,37.4,21.48,0.05,Limited,Deloitte
Hyperion Chemicals,1995,263.25,799.69,49911.93,30080.66,72.48,9,PetroChemical,CDP,1995,73.4,67.74,77.86,4,1113324.5,46085.8,33.96,19.3,0.445,Reasonable,—
Hyperion Chemicals,1996,420.84,453.29,50398.55,31796.33,73.34,12,PetroChemical,MSCI,1996,70.64,72.95,81.89,2,765558.6,50743.3,33.28,18.16,0.192,None,—
Hyperion Chemicals,1997,322.17,1294.41,62811.94,31457.77,74.57,5,PetroChemical,Internal,1997,84.62,69.09,76.09,5,1358339.5,37208.3,38.48,25.6,0.577,Limited,DNV
Hyperion Chemicals,1998,346.06,1023.16,55010.96,30253.37,75.25,5,PetroChemical,Sustainalytics,1998,68.77,77.51,74.72,5,1564870.1,33551.8,32.69,24.39,0.05,None,—
Hyperion Chemicals,1999,518.98,1733.06,62404.9,42368.79,74.87,8,PetroChemical,Sustainalytics,1999,66.96,81.19,81.97,0,504727.3,62722.6,29.76,29.14,0.615,Limited,TUV Nord
Hyperion Chemicals,2000,393.9,1437.96,59851.09,37595.15,79.54,6,PetroChemical,S&P CSA,2000,72.13,79.29,80.85,7,433181.6,40892.8,38.98,25.19,0.395,Reasonable,BSI
Hyperion Chemicals,2001,355.2,1974.54,59164.24,35413.99,76.51,11,PetroChemical,Sustainalytics,2001,82.02,73.35,84.2,1,1506267.3,76921.5,18.7,21.68,0.598,None,—
Hyperion Chemicals,2002,607.89,1431.34,88557.71,57970.87,81.75,9,PetroChemical,MSCI,2002,78.31,85.76,82.8,1,1302685.6,90376.8,41.54,27.69,0.05,Limited,KPMG
Hyperion Chemicals,2003,1139.48,1263.51,64118.58,49447.99,81.07,13,PetroChemical,S&P CSA,2003,90.62,86.0,83.4,3,2307744.5,124535.0,34.29,26.8,0.226,Limited,ERM
Hyperion Chemicals,2004,842.84,2491.22,97118.23,52854.89,82.82,10,PetroChemical,Sustainalytics,2004,75.56,79.0,91.11,5,530573.6,21640.5,47.79,25.55,0.639,None,—
Hyperion Chemicals,2005,884.77,2350.57,95520.29,42772.55,80.34,11,PetroChemical,Sustainalytics,2005,79.88,88.3,89.89,1,1400245.3,83433.5,32.49,26.03,0.275,Limited,BSI
Hyperion Chemicals,2006,1520.55,1528.19,107943.01,54944.15,84.87,17,PetroChemical,S&P CSA,2006,90.36,84.69,82.51,7,1641370.9,47298.3,33.49,29.6,0.281,Limited,BSI
Hyperion Chemicals,2007,1509.71,2115.66,94134.95,40266.29,82.93,13,PetroChemical,CDP,2007,81.77,85.61,84.37,0,531852.3,24660.9,28.9,34.57,0.468,Limited,TUV Nord
Hyperion Chemicals,2008,402.24,3813.19,116775.58,50909.51,82.64,14,PetroChemical,Internal,2008,90.46,85.22,76.68,5,1449463.3,101297.8,57.33,35.56,0.05,None,—
Hyperion Chemicals,2009,1140.63,2388.59,112787.24,49578.8,83.83,11,PetroChemical,MSCI,2009,86.14,77.2,92.85,2,3045260.5,72016.4,40.42,26.67,0.201,Reasonable,TUV Nord
Hyperion Chemicals,2010,1363.81,3377.38,98456.11,56435.05,86.62,19,PetroChemical,CDP,2010,95.89,79.78,85.41,3,3785350.5,108258.2,31.3,32.59,0.05,Limited,—
Hyperion Chemicals,2011,1321.99,5230.73,106116.73,57970.88,83.94,11,PetroChemical,CDP,2011,83.42,85.35,88.47,1,3363521.3,165960.8,56.76,41.16,0.613,None,—
Hyperion Chemicals,2012,2076.59,2893.04,119132.97,56334.77,87.43,18,PetroChemical,CDP,2012,80.62,82.18,87.57,1,3078711.2,151122.6,59.46,32.25,0.05,Reasonable,DNV
Hyperion Chemicals,2013,893.6,6254.82,112996.11,67814.63,89.92,14,PetroChemical,S&P CSA,2013,97.01,85.34,84.59,1,1424128.1,160520.4,68.22,29.68,0.396,None,—
Hyperion Chemicals,2014,1558.19,3329.27,141027.95,84113.54,89.64,16,PetroChemical,Internal,2014,97.91,89.32,84.4,0,1046833.3,212620.7,59.21,32.77,0.05,Limited,TUV Nord
Hyperion Chemicals,2015,3790.76,3018.9,149105.96,85043.16,89.22,14,PetroChemical,S&P CSA,2015,89.2,86.39,97.12,6,1102958.0,121920.9,85.16,41.63,0.221,Limited,—
Hyperion Chemicals,2016,2716.35,6477.09,138116.44,73407.01,92.2,17,PetroChemical,Internal,2016,93.51,97.56,98.0,5,3780741.7,303731.4,73.08,42.02,0.085,Reasonable,BSI
Hyperion Chemicals,2017,3510.96,5176.21,159350.48,89037.18,91.02,14,PetroChemical,CDP,2017,98.0,91.15,97.39,4,2223441.6,279226.8,72.31,31.73,0.05,Limited,BSI
Hyperion Chemicals,2018,3443.87,3068.9,182762.97,85018.97,95.0,16,PetroChemical,Sustainalytics,2018,98.0,87.22,96.89,5,4326543.3,278591.4,70.64,33.45,0.33,Limited,ERM
Hyperion Chemicals,2019,1637.1,7269.9,200418.27,101738.62,95.0,18,PetroChemical,MSCI,2019,98.0,93.21,89.94,1,6497648.9,80865.3,66.72,49.22,0.329,None,—
Hyperion Chemicals,2020,4082.97,8090.95,191613.28,121948.1,92.29,21,PetroChemical,Sustainalytics,2020,93.22,98.0,93.02,3,4569687.0,197624.8,51.7,44.49,0.384,Reasonable,EY
Hyperion Chemicals,2021,3387.74,11160.53,196394.08,110769.32,95.0,14,PetroChemical,Sustainalytics,2021,98.0,88.3,98.0,0,5814552.1,334622.2,67.58,38.39,0.05,Limited,TUV Nord
Hyperion Chemicals,2022,6752.58,9201.97,151003.28,85900.74,94.46,19,PetroChemical,S&P CSA,2022,90.82,94.92,89.51,2,2764244.8,174384.7,44.71,52.35,0.106,Reasonable,ERM
Hyperion Chemicals,2023,5258.08,4192.61,184066.2,119899.43,95.0,21,PetroChemical,Sustainalytics,2023,98.0,98.0,98.0,1,2762477.5,281602.0,79.08,37.03,0.192,None,—
Hyperion Chemicals,2024,3141.13,16255.13,189538.65,103815.41,95.0,20,PetroChemical,Internal,2024,98.0,87.74,98.0,2,7494902.8,101235.9,77.7,41.84,0.154,Limited,DNV
Carbide Refining,1989,59.9,198.08,14067.23,6920.38,71.54,5,PetroChemical,Sustainalytics,1989,69.84,73.13,72.99,2,235394.5,8757.1,0.0,23.86,0.615,Limited,—
Carbide Refining,1990,68.14,200.84,12152.79,6514.34,77.21,7,PetroChemical,Internal,1990,80.85,75.65,78.32,1,119649.1,10521.3,21.04,11.77,0.491,Limited,BSI
Carbide Refining,1991,102.78,232.5,13255.72,7868.26,77.19,11,PetroChemical,MSCI,1991,74.32,70.81,83.22,0,53946.3,9069.6,34.07,14.1,0.171,Reasonable,BSI
Carbide Refining,1992,96.56,257.2,10885.53,6745.1,77.05,4,PetroChemical,CDP,1992,72.88,83.47,73.65,0,316147.6,7005.9,23.94,14.63,0.807,Limited,TUV Nord
Carbide Refining,1993,88.04,244.18,17370.82,10982.33,78.21,7,PetroChemical,S&P CSA,1993,77.24,80.92,81.09,4,64434.7,12083.8,20.42,15.6,0.839,None,—
Carbide Refining,1994,121.32,150.91,17411.93,12022.52,81.28,7,PetroChemical,S&P CSA,1994,75.33,81.91,84.44,3,127906.1,21039.9,30.29,22.42,0.291,Limited,BSI
Carbide Refining,1995,71.68,235.66,19083.65,11678.3,84.12,8,PetroChemical,Sustainalytics,1995,77.04,81.22,81.54,2,402315.4,9533.0,39.8,17.23,1.093,Limited,TUV Nord
Carbide Refining,1996,64.42,234.94,16944.67,9687.0,86.15,2,PetroChemical,Internal,1996,97.57,85.48,80.97,1,455436.2,24096.2,35.75,20.29,0.632,Reasonable,—
Carbide Refining,1997,179.52,401.25,19366.87,10767.69,86.08,10,PetroChemical,CDP,1997,92.3,80.1,84.71,1,279941.2,10487.1,31.43,14.26,0.516,None,—
Carbide Refining,1998,57.01,437.39,17696.32,11598.18,89.15,3,PetroChemical,S&P CSA,1998,84.06,83.13,89.85,0,445386.4,24765.0,38.41,31.4,0.334,Limited,BSI
Carbide Refining,1999,119.59,595.54,24855.0,15143.3,86.29,10,PetroChemical,S&P CSA,1999,79.33,86.44,89.35,1,277938.1,28731.1,46.29,27.61,0.664,Limited,—
Carbide Refining,2000,102.24,680.38,21622.41,15696.69,87.59,12,PetroChemical,MSCI,2000,97.06,88.28,81.69,1,297070.1,32608.5,27.47,28.02,0.445,Limited,BSI
Carbide Refining,2001,284.42,540.25,27004.72,15210.1,93.28,13,PetroChemical,S&P CSA,2001,98.0,88.0,93.82,4,625322.5,37006.3,24.12,19.75,0.05,Limited,BSI
Carbide Refining,2002,344.46,287.03,24400.72,14755.1,89.59,12,PetroChemical,Sustainalytics,2002,82.29,88.18,95.14,0,605193.1,25025.6,26.89,24.6,0.568,None,—
Carbide Refining,2003,182.88,545.05,22263.14,11586.94,95.0,9,PetroChemical,Internal,2003,98.0,87.08,98.0,2,171268.6,26189.9,45.14,29.1,0.351,Limited,ERM
Carbide Refining,2004,258.17,885.56,27032.13,12245.35,95.0,10,PetroChemical,Sustainalytics,2004,98.0,98.0,93.48,1,250736.6,7346.7,51.15,34.65,0.513,None,—
Carbide Refining,2005,454.1,858.19,23957.53,12970.33,95.0,11,PetroChemical,S&P CSA,2005,89.19,89.81,97.68,2,688448.7,14024.2,54.75,33.35,0.23,None,—
Carbide Refining,2006,410.77,944.09,31982.48,16901.27,95.0,11,PetroChemical,Sustainalytics,2006,98.0,90.7,98.0,1,746992.4,36673.8,39.33,31.33,0.459,None,—
Carbide Refining,2007,262.44,685.17,32507.35,16815.68,95.0,11,PetroChemical,Internal,2007,98.0,90.87,98.0,3,196326.6,17385.4,68.68,29.29,0.05,Limited,EY
Carbide Refining,2008,218.75,1118.88,27505.44,13211.44,95.0,9,PetroChemical,MSCI,2008,98.0,89.86,89.26,0,777066.1,40759.7,34.56,37.46,0.05,None,—
Carbide Refining,2009,344.96,1425.12,43242.99,20361.48,95.0,11,PetroChemical,MSCI,2009,98.0,98.0,98.0,2,594968.7,38130.0,57.05,23.83,0.05,Reasonable,EY
Carbide Refining,2010,395.65,564.19,39350.61,21698.45,95.0,21,PetroChemical,S&P CSA,2010,98.0,90.92,98.0,0,360524.8,43745.2,48.23,37.24,0.589,Limited,KPMG
Carbide Refining,2011,213.58,1024.83,49315.65,28905.01,95.0,12,PetroChemical,MSCI,2011,98.0,98.0,91.89,0,1076394.7,21018.6,67.81,28.16,0.225,Reasonable,DNV
Carbide Refining,2012,361.06,548.08,42301.83,27294.38,95.0,19,PetroChemical,S&P CSA,2012,95.36,98.0,93.28,0,940243.4,46369.9,55.86,34.12,0.05,Limited,KPMG
Carbide Refining,2013,1070.95,2231.13,49708.09,25458.16,95.0,17,PetroChemical,Internal,2013,92.15,93.86,90.13,3,892712.9,71809.5,55.67,31.96,0.391,Limited,—
Carbide Refining,2014,245.03,693.7,41639.23,27894.23,95.0,15,PetroChemical,CDP,2014,98.0,98.0,98.0,4,1092593.0,48182.3,62.62,34.39,0.239,Limited,ERM
Carbide Refining,2015,753.62,1577.83,38972.89,24044.3,95.0,16,PetroChemical,Internal,2015,95.71,93.11,98.0,2,555595.1,26261.0,38.94,36.58,0.05,None,—
Carbide Refining,2016,1406.59,1265.09,46428.49,33238.69,95.0,19,PetroChemical,CDP,2016,88.41,89.13,98.0,2,417674.9,78094.9,56.63,45.8,0.05,None,—
Carbide Refining,2017,609.32,3289.88,44840.88,26650.65,95.0,17,PetroChemical,MSCI,2017,98.0,97.04,93.3,3,1484373.0,44293.3,71.04,40.96,0.12,Limited,—
Carbide Refining,2018,893.14,3652.64,47231.1,28063.51,95.0,18,PetroChemical,Sustainalytics,2018,95.83,98.0,94.65,3,1178344.5,35734.1,66.67,33.07,0.125,None,—
Carbide Refining,2019,1165.91,1461.45,44863.71,27360.66,95.0,18,PetroChemical,S&P CSA,2019,87.89,90.34,95.7,0,876203.4,54047.8,54.64,32.6,0.05,Limited,ERM
Carbide Refining,2020,1241.43,3549.18,55158.83,26719.95,95.0,16,PetroChemical,S&P CSA,2020,98.0,87.38,92.37,4,523421.0,30898.6,72.33,38.51,0.363,Limited,EY
Carbide Refining,2021,1713.15,1836.13,46791.66,33576.37,95.0,19,PetroChemical,Internal,2021,98.0,87.56,98.0,2,2131483.7,27706.5,71.19,42.5,0.312,Reasonable,ERM
Carbide Refining,2022,779.48,1934.91,78067.83,33124.97,95.0,19,PetroChemical,Sustainalytics,2022,98.0,90.81,98.0,2,999970.9,82238.3,59.86,43.05,0.05,Limited,ERM
Carbide Refining,2023,536.25,3716.55,49080.08,36229.28,95.0,19,PetroChemical,Internal,2023,98.0,98.0,98.0,2,1281499.0,142912.4,56.41,37.96,0.05,None,—
Carbide Refining,2024,829.31,2334.19,55891.2,43761.87,95.0,19,PetroChemical,S&P CSA,2024,93.58,94.67,91.77,0,484417.6,76745.4,71.47,40.0,0.05,Reasonable,BSI
Meridian Chemicals Ltd,1989,284.72,675.01,40754.68,23916.41,56.83,6,PetroChemical,MSCI,1989,64.89,53.55,54.83,1,558878.1,33132.4,13.14,19.17,0.888,Reasonable,DNV
Meridian Chemicals Ltd,1990,139.6,485.69,52355.98,21827.49,56.15,4,PetroChemical,CDP,1990,62.53,57.28,50.99,3,357470.8,20296.5,10.96,16.87,0.642,Limited,ERM
Meridian Chemicals Ltd,1991,291.18,794.63,46227.99,24943.8,56.49,5,PetroChemical,S&P CSA,1991,68.27,63.9,50.75,5,219804.6,40625.9,32.4,21.32,0.771,Limited,EY
Meridian Chemicals Ltd,1992,384.6,465.8,55173.5,26487.05,59.43,1,PetroChemical,S&P CSA,1992,68.17,62.34,59.13,3,770829.9,55765.5,28.46,16.44,0.509,Limited,—
Meridian Chemicals Ltd,1993,188.53,448.98,60609.47,30920.97,60.97,7,PetroChemical,MSCI,1993,68.71,59.12,66.35,3,274345.7,19434.5,31.33,21.56,0.422,Limited,DNV
Meridian Chemicals Ltd,1994,484.27,1208.93,45833.97,24767.06,59.04,9,PetroChemical,Internal,1994,68.25,51.04,53.19,0,539359.0,17928.6,31.29,20.52,0.581,Limited,TUV Nord
Meridian Chemicals Ltd,1995,333.14,1177.09,58898.92,28006.25,62.51,9,PetroChemical,S&P CSA,1995,61.15,67.33,60.09,6,1075980.6,15898.0,26.44,23.85,0.858,Limited,Deloitte
Meridian Chemicals Ltd,1996,376.95,1055.34,66675.02,28158.08,63.38,5,PetroChemical,S&P CSA,1996,70.06,68.34,57.38,3,227570.2,32566.3,51.65,23.47,0.455,Limited,TUV Nord
Meridian Chemicals Ltd,1997,684.6,1210.48,54307.56,36191.02,63.29,12,PetroChemical,Sustainalytics,1997,69.74,61.31,61.88,2,284591.4,71455.5,30.31,19.69,0.62,Limited,—
Meridian Chemicals Ltd,1998,294.42,536.72,70505.74,33150.96,63.38,4,PetroChemical,S&P CSA,1998,64.93,69.74,64.12,3,1772544.2,18943.5,23.43,26.05,0.166,Limited,TUV Nord
Meridian Chemicals Ltd,1999,893.37,1236.01,78935.24,46775.38,64.13,8,PetroChemical,CDP,1999,60.64,62.56,63.19,1,542708.2,65711.1,31.71,18.85,0.233,None,—
Meridian Chemicals Ltd,2000,621.02,1546.4,81469.78,36591.28,63.66,11,PetroChemical,CDP,2000,56.84,60.49,59.18,0,1482886.3,64205.4,46.28,20.36,0.372,Limited,ERM
Meridian Chemicals Ltd,2001,773.7,776.73,79203.06,49353.19,65.34,9,PetroChemical,CDP,2001,58.13,60.34,66.53,0,2080746.9,59587.9,46.45,19.23,0.099,Limited,DNV
Meridian Chemicals Ltd,2002,732.43,1743.78,81350.46,61683.83,61.05,4,PetroChemical,MSCI,2002,58.59,54.92,66.89,2,521206.7,121914.0,4.45,29.8,0.05,Limited,TUV Nord
Meridian Chemicals Ltd,2003,413.41,2615.15,77944.71,51170.6,65.01,13,PetroChemical,S&P CSA,2003,70.9,72.05,61.79,0,761471.8,102936.9,37.31,35.3,0.213,None,—
Meridian Chemicals Ltd,2004,1208.59,1547.63,77804.77,37103.46,62.64,9,PetroChemical,CDP,2004,60.26,64.73,61.4,0,1842820.4,131880.9,27.32,31.1,0.233,Limited,KPMG
Meridian Chemicals Ltd,2005,991.05,3051.1,95899.52,58898.2,63.59,10,PetroChemical,S&P CSA,2005,69.85,55.68,69.72,2,1014179.2,149957.0,31.87,25.71,0.128,Limited,Deloitte
Meridian Chemicals Ltd,2006,1549.12,2699.13,111130.93,72547.63,67.46,15,PetroChemical,Internal,2006,73.85,75.08,76.46,0,701647.1,57393.1,48.68,27.46,0.737,Limited,BSI
Meridian Chemicals Ltd,2007,1125.6,1655.45,133776.03,69019.62,68.13,11,PetroChemical,MSCI,2007,64.22,61.41,64.3,4,2222018.5,163434.2,53.22,22.94,0.083,Reasonable,EY
Meridian Chemicals Ltd,2008,957.95,2858.91,110582.86,74805.56,64.99,15,PetroChemical,Internal,2008,75.14,68.42,68.85,2,2090289.5,205641.7,51.62,22.3,0.215,None,—
Meridian Chemicals Ltd,2009,2135.36,4208.31,102312.03,66268.25,64.72,13,PetroChemical,Sustainalytics,2009,59.31,59.67,65.01,4,2485645.1,152406.3,65.63,25.21,0.05,None,—
Meridian Chemicals Ltd,2010,724.2,1285.5,125663.13,67885.04,67.04,17,PetroChemical,MSCI,2010,70.31,69.84,70.5,2,1525306.6,231332.3,53.0,34.32,0.156,Reasonable,ERM
Meridian Chemicals Ltd,2011,2802.15,4213.91,153911.65,67955.19,70.12,13,PetroChemical,CDP,2011,76.89,71.01,66.61,5,2151048.9,162994.4,47.69,28.3,0.375,None,—
Meridian Chemicals Ltd,2012,2007.15,6200.71,139441.01,88759.93,71.47,15,PetroChemical,CDP,2012,79.0,77.39,67.54,2,2819940.5,73314.1,62.75,31.96,0.05,None,—
Meridian Chemicals Ltd,2013,2501.36,7762.2,144122.44,100688.0,67.68,16,PetroChemical,Sustainalytics,2013,68.23,65.95,72.61,4,1876529.3,46787.1,53.61,33.08,0.05,Reasonable,EY
Meridian Chemicals Ltd,2014,755.21,3434.36,164694.67,75372.95,68.99,15,PetroChemical,MSCI,2014,69.4,75.57,70.7,2,2236462.1,221602.3,39.32,34.01,0.051,Limited,BSI
Meridian Chemicals Ltd,2015,1833.28,1934.24,157070.94,104053.39,71.0,15,PetroChemical,Sustainalytics,2015,73.66,64.59,71.52,3,1840923.6,121166.9,65.9,38.52,0.397,Reasonable,EY
Meridian Chemicals Ltd,2016,1397.36,3756.99,138382.99,85072.07,70.54,19,PetroChemical,Sustainalytics,2016,81.1,75.06,70.68,4,5403636.9,354014.4,61.97,33.53,0.215,None,—
Meridian Chemicals Ltd,2017,2297.06,7569.58,207946.86,83143.46,74.41,18,PetroChemical,Internal,2017,68.13,75.93,77.36,4,5882291.7,331630.9,74.1,29.51,0.05,Limited,EY
Meridian Chemicals Ltd,2018,2145.58,6243.45,164075.73,110878.83,71.08,16,PetroChemical,Internal,2018,68.35,64.32,71.45,0,4129970.1,55834.1,75.86,42.03,0.244,None,—
Meridian Chemicals Ltd,2019,5349.23,8303.64,172323.83,119076.07,75.29,15,PetroChemical,S&P CSA,2019,76.35,69.45,84.95,1,4228403.2,301539.5,64.44,41.9,0.107,Reasonable,TUV Nord
Meridian Chemicals Ltd,2020,5842.7,9935.56,168650.79,104652.51,74.71,19,PetroChemical,S&P CSA,2020,67.21,78.68,79.6,3,1244674.7,274331.4,61.28,43.47,0.05,Limited,—
Meridian Chemicals Ltd,2021,2868.16,15225.72,195992.75,108819.51,75.52,17,PetroChemical,MSCI,2021,68.28,82.52,81.8,0,8157867.5,129596.4,64.68,40.43,0.05,Limited,—
Meridian Chemicals Ltd,2022,4441.51,14750.42,218526.71,90703.15,75.09,17,PetroChemical,CDP,2022,76.34,71.05,80.97,4,5994518.2,351078.0,79.27,35.13,0.05,Limited,EY
Meridian Chemicals Ltd,2023,5352.54,16567.89,212574.68,117991.39,74.14,20,PetroChemical,S&P CSA,2023,79.48,73.88,77.15,5,6559507.0,191501.1,77.51,37.89,0.05,Reasonable,Deloitte
Meridian Chemicals Ltd,2024,7141.24,10218.2,266149.66,179306.88,78.28,21,PetroChemical,CDP,2024,85.55,81.29,76.81,1,7047544.6,428730.8,76.96,43.27,0.05,Limited,ERM
Borealis Energy Corp Industries,1989,81.47,169.67,11694.65,5913.14,62.64,0,PetroChemical,MSCI,1989,63.34,66.56,68.97,4,237115.0,10982.9,10.07,12.29,0.709,Reasonable,—
Borealis Energy Corp Industries,1990,23.44,135.6,12514.85,6891.93,63.22,7,PetroChemical,S&P CSA,1990,59.68,61.48,57.58,1,142699.0,15340.1,16.25,15.59,0.415,Limited,EY
Borealis Energy Corp Industries,1991,65.7,131.67,14355.98,8312.79,67.98,10,PetroChemical,Internal,1991,67.68,73.68,73.66,1,253683.7,14481.8,17.66,24.62,0.892,None,—
Borealis Energy Corp Industries,1992,83.74,156.18,12551.56,6242.35,69.81,12,PetroChemical,MSCI,1992,72.6,75.76,79.3,2,301548.8,15720.6,39.95,18.16,0.05,Reasonable,KPMG
Borealis Energy Corp Industries,1993,122.58,129.92,14343.95,8387.74,70.67,6,PetroChemical,Internal,1993,81.61,75.97,73.36,1,267877.0,10225.4,36.23,17.58,0.523,Limited,BSI
Borealis Energy Corp Industries,1994,46.58,120.42,12968.83,6244.97,68.68,7,PetroChemical,CDP,1994,63.43,73.04,66.02,0,341168.6,11699.4,13.52,18.59,0.604,Limited,KPMG
Borealis Energy Corp Industries,1995,57.58,187.52,15956.32,8783.98,67.52,8,PetroChemical,Internal,1995,60.85,61.24,64.57,1,398185.5,16535.8,27.59,21.66,0.826,Limited,Deloitte
Borealis Energy Corp Industries,1996,120.75,224.36,14807.63,6442.3,71.91,9,PetroChemical,Sustainalytics,1996,71.13,75.63,69.93,2,74036.8,15519.8,29.47,16.61,0.469,None,—
Borealis Energy Corp Industries,1997,89.35,222.91,13165.5,7086.35,71.69,9,PetroChemical,S&P CSA,1997,76.02,78.49,66.86,5,334175.0,19037.6,28.43,19.53,0.088,Reasonable,Deloitte
Borealis Energy Corp Industries,1998,98.44,360.44,17351.81,7545.95,71.69,6,PetroChemical,S&P CSA,1998,69.72,70.15,71.53,3,329667.3,4278.2,40.69,26.32,0.563,Reasonable,BSI
Borealis Energy Corp Industries,1999,208.45,511.85,18818.77,8081.68,74.32,10,PetroChemical,MSCI,1999,75.04,77.86,73.33,1,184490.0,11070.2,42.22,21.81,0.215,Limited,DNV
Borealis Energy Corp Industries,2000,204.86,351.47,21676.11,13415.37,75.78,9,PetroChemical,Sustainalytics,2000,75.97,76.46,75.35,0,153484.0,21480.9,47.02,21.41,0.227,Limited,EY
Borealis Energy Corp Industries,2001,67.64,388.3,22852.61,13154.3,76.71,7,PetroChemical,Internal,2001,86.94,75.96,80.74,0,511719.3,4839.5,52.98,26.03,0.05,None,—
Borealis Energy Corp Industries,2002,256.82,432.94,22235.37,15501.0,79.96,8,PetroChemical,MSCI,2002,86.63,76.92,79.67,3,332476.8,10988.9,40.15,33.62,0.052,None,—
Borealis Energy Corp Industries,2003,248.93,503.99,24010.92,10939.19,80.78,10,PetroChemical,S&P CSA,2003,78.12,82.45,86.86,3,560384.3,35019.2,40.12,31.78,0.547,Limited,EY
Borealis Energy Corp Industries,2004,158.78,425.93,25140.93,12217.75,78.05,17,PetroChemical,Internal,2004,71.68,72.99,73.85,3,104335.0,6133.5,27.76,37.42,0.552,Limited,TUV Nord
Borealis Energy Corp Industries,2005,372.08,966.12,25411.96,12454.81,82.2,7,PetroChemical,Sustainalytics,2005,76.09,74.68,85.78,4,637737.0,12816.6,28.23,29.94,0.777,Reasonable,—
Borealis Energy Corp Industries,2006,471.56,341.99,24213.09,13652.79,82.51,13,PetroChemical,Sustainalytics,2006,87.29,82.79,77.3,3,522810.6,33548.7,59.63,23.59,0.567,Limited,KPMG
Borealis Energy Corp Industries,2007,528.15,518.79,30991.92,17717.86,79.59,10,PetroChemical,S&P CSA,2007,75.43,86.28,86.53,0,494196.1,14088.4,39.07,25.3,0.423,Reasonable,ERM
Borealis Energy Corp Industries,2008,484.29,1027.62,24919.61,14459.46,84.63,10,PetroChemical,Sustainalytics,2008,78.75,78.06,86.36,3,578188.0,7447.4,58.76,35.27,0.412,Reasonable,TUV Nord
Borealis Energy Corp Industries,2009,429.06,283.94,30059.97,16769.98,82.78,14,PetroChemical,S&P CSA,2009,85.27,76.07,81.93,1,803368.7,24387.4,51.79,31.66,0.097,Reasonable,DNV
Borealis Energy Corp Industries,2010,340.39,939.4,32654.94,14256.68,82.52,16,PetroChemical,CDP,2010,77.72,85.5,82.32,0,826269.0,39364.0,56.57,29.77,0.225,Limited,EY
Borealis Energy Corp Industries,2011,165.67,410.19,30747.78,19157.02,85.73,13,PetroChemical,Internal,2011,80.26,92.5,92.64,1,504735.5,58890.5,57.63,31.88,0.05,Limited,TUV Nord
Borealis Energy Corp Industries,2012,285.54,1144.8,37395.18,22650.58,89.75,15,PetroChemical,Internal,2012,88.32,96.67,92.18,0,663704.7,42975.6,57.4,36.13,0.266,Reasonable,Deloitte
Borealis Energy Corp Industries,2013,290.93,1378.88,44467.21,26303.57,88.87,17,PetroChemical,MSCI,2013,92.14,82.6,97.47,0,255361.1,69079.6,51.89,35.62,0.082,Limited,BSI
Borealis Energy Corp Industries,2014,902.29,822.24,42080.88,20495.0,89.12,20,PetroChemical,S&P CSA,2014,84.07,87.77,83.43,4,438833.2,54602.8,56.59,47.3,0.491,Limited,EY
Borealis Energy Corp Industries,2015,1014.52,912.88,42396.59,26044.82,88.9,16,PetroChemical,MSCI,2015,93.95,81.07,91.5,0,1118418.4,68991.7,60.48,37.03,0.497,Limited,DNV
Borealis Energy Corp Industries,2016,648.97,1198.89,52590.01,33384.17,90.3,10,PetroChemical,Internal,2016,82.6,98.0,96.97,1,911421.7,78923.6,70.8,42.79,0.05,Limited,BSI
Borealis Energy Corp Industries,2017,1126.96,2739.44,46652.72,25836.52,89.52,23,PetroChemical,Sustainalytics,2017,92.76,94.33,85.6,2,313776.5,100162.4,59.32,38.13,0.24,Reasonable,—
Borealis Energy Corp Industries,2018,795.4,2049.35,59936.97,34472.02,94.48,15,PetroChemical,Internal,2018,98.0,88.78,89.97,0,1699547.3,82202.0,58.01,42.7,0.05,Reasonable,EY
Borealis Energy Corp Industries,2019,354.22,2504.52,54302.82,24900.8,92.4,20,PetroChemical,Sustainalytics,2019,90.42,92.12,91.87,3,1938353.5,102233.0,70.11,36.01,0.05,Reasonable,—
